x,axav,err
0.455,0.101,0.003
0.606,0.097,0.02
0.8,0.299,0.013
1.818,1.0,0.048
2.273,1.349,0.113
2.703,1.665,0.046
3.375,1.899,0.127
3.625,2.067,0.123
3.875,2.249,0.095
4.125,2.447,0.093
4.375,2.777,0.093
4.625,2.922,0.095
4.875,2.921,0.099
5.125,2.812,0.102
5.375,2.805,0.104
5.625,2.863,0.105
5.875,2.932,0.107
6.125,3.06,0.112
6.375,3.11,0.115
6.625,3.299,0.119
6.875,3.408,0.124
7.125,3.515,0.131
7.375,3.67,0.135
7.625,3.862,0.142
7.875,3.937,0.148
8.125,4.055,0.153
