x,axav,err
1.8394843852515095,1.1029,0.023
2.2901801174737937,1.2902,0.0648
2.7532013327836955,1.4128,0.0922
3.175160447438827,1.5162,0.1153
3.1783388491462192,1.4918,0.1099
3.1815215088906803,1.4976,0.1111
3.1847069218031354,1.4813,0.1075
3.1878950852665926,1.5312,0.1187
3.1910859966347287,1.4291,0.0958
3.194281173660933,1.4831,0.1079
3.197478489910786,1.5399,0.1206
3.2006794655313753,1.5458,0.1219
3.203884409188654,1.479,0.107
3.2070911797525943,1.4629,0.1034
3.210301611769947,1.559,0.1249
3.213516323464401,1.4441,0.0992
3.216733779353732,1.4616,0.1031
3.2199536675801945,1.4061,0.0907
3.2231769122297402,1.463,0.1034
3.2264044447923097,1.5133,0.1147
3.2296350282202018,1.5705,0.1274
3.2328677269842987,1.4586,0.1024
3.236103782751578,1.4796,0.1071
3.239344447145419,1.6142,0.1372
3.2425869082118317,1.5328,0.119
3.2458327271376524,1.5307,0.1185
3.2490831630251087,1.4946,0.1105
3.252335386928812,1.5734,0.1281
3.2555909693782006,1.5839,0.1304
3.2588508604949302,1.5026,0.1123
3.2621137980270665,1.5991,0.1338
3.2653791451091716,1.4836,0.108
3.268647851807878,1.5221,0.1166
3.2719208758033673,1.5142,0.1148
3.2751969446204656,1.5212,0.1164
3.278475416196578,1.588,0.1313
3.281757248155711,1.4827,0.1078
3.285043084184386,1.5057,0.113
3.2883313173118514,1.5563,0.1243
3.291623233769732,1.5287,0.1181
3.2949188359032924,1.552,0.1233
3.2982184502445673,1.537,0.1199
3.3015198071419314,1.5131,0.1146
3.3048248501821846,1.4703,0.1051
3.3081335816488404,1.5717,0.1277
3.3114463306175166,1.5465,0.1221
3.314761136570865,1.5161,0.1153
3.3180789762640854,1.5117,0.1143
3.3214014918299366,1.5684,0.1269
3.3247260559689034,1.5713,0.1276
3.328054311433198,1.4957,0.1107
3.33138692189828,1.4949,0.1105
3.334721573613722,1.5241,0.1171
3.338059587088321,1.5342,0.1193
3.3414019606808263,1.5881,0.1314
3.344747700278818,1.5793,0.1294
3.3480958037586515,1.5737,0.1281
3.3514472694206696,1.5877,0.1313
3.354803438984185,1.5951,0.1329
3.3581623040175623,1.5563,0.1242
3.3615235237497587,1.539,0.1204
