x,axav,err
1.8358959712467178,0.9679,0.0062
2.277589316034901,1.522,0.1001
2.7410224583029557,1.7536,0.1445
3.194281173660933,2.4673,0.2814
3.197478489910786,2.1991,0.23
3.2006794655313753,2.1883,0.2279
3.203884409188654,2.2444,0.2387
3.2070911797525943,2.1441,0.2194
3.210301611769947,2.6429,0.3151
3.213516323464401,2.1826,0.2268
3.216733779353732,2.3895,0.2665
3.2199536675801945,1.9714,0.1863
3.2231769122297402,2.3277,0.2546
3.2264044447923097,1.8561,0.1642
3.2296350282202018,2.4918,0.2861
3.2328677269842987,2.4185,0.2721
3.236103782751578,2.5904,0.305
3.239344447145419,2.4645,0.2809
3.2425869082118317,2.3937,0.2673
3.2458327271376524,2.1826,0.2268
3.2490831630251087,2.338,0.2566
3.252335386928812,2.3704,0.2628
3.2555909693782006,2.0121,0.1941
3.2588508604949302,2.12,0.2148
3.2621137980270665,2.5218,0.2919
3.2653791451091716,2.6158,0.3099
3.268647851807878,2.2565,0.241
3.2719208758033673,2.1949,0.2292
3.2751969446204656,2.1389,0.2184
3.278475416196578,2.5512,0.2975
3.281757248155711,2.5911,0.3052
3.285043084184386,2.1293,0.2166
3.2883313173118514,2.284,0.2463
3.291623233769732,2.251,0.2399
3.2949188359032924,2.582,0.3034
3.2982184502445673,2.1018,0.2113
3.3015198071419314,2.4109,0.2706
3.3048248501821846,2.3945,0.2674
3.3081335816488404,2.3874,0.2661
3.3114463306175166,1.9492,0.1821
3.314761136570865,2.5462,0.2965
3.3180789762640854,2.2237,0.2347
3.3214014918299366,1.9797,0.1879
3.3247260559689034,2.2977,0.2489
3.328054311433198,2.302,0.2497
3.33138692189828,2.0503,0.2014
3.334721573613722,2.2613,0.2419
3.338059587088321,2.1013,0.2112
3.3414019606808263,2.1532,0.2212
3.344747700278818,2.6928,0.3247
3.3480958037586515,2.3885,0.2663
3.3514472694206696,2.2787,0.2452
3.354803438984185,2.4486,0.2778
3.3581623040175623,2.6282,0.3123
3.3615235237497587,2.193,0.2288
3.3648884418562908,2.2425,0.2383
3.368258074670892,2.3167,0.2525
3.3716297199595826,2.3974,0.268
3.3750047274000106,2.4898,0.2857
3.3783841173488574,2.9893,0.3815
3.3817658508532866,2.2424,0.2383
3.385150946188656,2.254,0.2405
3.3885404297939696,2.5672,0.3006
3.3919332790223944,2.2838,0.2462
3.395328806556379,2.5764,0.3023
3.3987273523227715,2.4918,0.2861
3.4021306387556436,2.5881,0.3046
3.4055369457028157,2.4192,0.2722
3.4089462708259872,2.4767,0.2832
3.4123586117572215,2.4626,0.2805
3.415775009255985,2.3603,0.2609
3.419194421916068,2.5309,0.2936
3.4226171964052474,2.2268,0.2353
3.4260440319712337,2.6754,0.3213
3.4294749324186276,2.4804,0.2839
3.43290779424958,2.9449,0.373
3.436344368191458,2.3697,0.2627
3.4397846558916694,2.3717,0.2631
3.443229365645954,2.4211,0.2725
3.4466760250478097,2.4436,0.2769
3.450126044065092,2.3598,0.2608
3.453580488519829,2.1954,0.2293
3.4570379395602076,2.3557,0.26
3.460498394458324,2.5358,0.2946
3.4639632808515,2.5728,0.3016
3.467430454650811,2.4692,0.2818
3.4709017039100574,2.4993,0.2875
3.474377032255046,2.6297,0.3125
3.477855722358871,2.5044,0.2885
3.481337412306267,2.8529,0.3554
3.484822099183112,2.4261,0.2735
3.488311593262741,2.3695,0.2626
3.4918040856100165,2.3975,0.2171
3.4952992091354527,2.7364,0.2697
3.498798417938676,2.3603,0.2113
3.5023017155358493,2.6323,0.2536
3.5058076402720313,2.5514,0.241
3.509316920893815,2.6948,0.2633
3.512830659747042,2.2639,0.2424
3.5163470200196763,2.6135,0.3094
3.51986710401664,2.6802,0.3222
3.5233916529013523,2.2453,0.2388
3.526919560171864,3.1228,0.4071
3.530450081873529,2.5605,0.2993
3.5339843290866524,2.6507,0.3166
3.5375226758989253,2.4814,0.2841
3.541064751979331,2.5411,0.2956
3.5446090606621703,2.6493,0.3163
3.548157470010398,2.4124,0.2709
3.5517103592829393,2.3897,0.2665
3.555265473851642,2.5586,0.2989
3.5588243155126422,2.8687,0.3584
3.562388019896627,3.057,0.3195
3.565954699971721,3.5802,0.4008
3.569524352163713,2.9093,0.2966
3.5730973533501165,2.8131,0.2817
3.576675227168823,2.9029,0.2956
3.5802564533467782,2.5478,0.2404
3.583840264932039,2.3998,0.2175
3.5874278065375576,2.7676,0.2746
3.5910202319503366,2.5149,0.2905
3.5946144682601573,2.5598,0.2991
3.5982128198487886,2.6675,0.3198
3.601815676444886,2.453,0.2787
3.60542110645268,2.2869,0.2468
3.6090302681816775,2.6491,0.3163
3.612644329225942,2.4382,0.2758
3.6162609588949564,2.7043,0.3269
3.6198809318964322,2.8775,0.3601
3.6235046378512816,2.4831,0.2844
3.627132861569274,2.6219,0.3111
3.6307648226548843,2.673,0.3209
3.634399340760465,2.8806,0.3607
3.638037592715692,2.5693,0.301
