x,axav
0.4525695155769855,0.04125528587687677
0.6090888650161144,0.1860385764913803
0.7973367976615786,0.3285953215941376
1.817742758987829,0.9880175738110787
2.270295574193274,1.288973730423031
2.70919765527403,1.526546345980659
3.221389988236533,1.638115257843799
3.273954308511687,1.700388430295711
3.316845194941528,1.824772846445016
3.372987086824763,1.787922488452484
3.423013130037201,1.878440662228239
3.480813895906306,1.839809087936005
3.523924633105358,1.978767091991962
3.578567542471241,1.935161991668093
3.618720287502718,1.991305004127525
3.677280537847282,2.000881933323325
3.714835046515349,2.111363609263269
3.780510467208945,2.098363043543368
3.828677772099866,2.178702838463684
3.86741148034825,2.26299832153009
3.924073019504166,2.286524256293684
3.975737950268909,2.322264245683805
4.031200303410945,2.458145603403913
4.070793428302611,2.42608371000928
4.119140611095614,2.493954990831684
4.173963398363579,2.594998533651131
4.224748926051475,2.582946407779123
4.266840355138728,2.687621781235624
4.314547972057662,2.736871255288418
4.373068249535096,3.039492964803987
4.430829042537072,2.949136719782751
4.487090853021694,2.95774207645144
4.518029852179847,2.890356581892592
4.573092476650588,3.341050571075578
4.623558221401449,3.007593000163873
4.67172552629237,2.752578344476698
4.719013428106445,2.952606621665287
4.773756269640151,2.920058942007099
4.819864971873908,2.753665580399892
4.867972317464135,2.901275206482971
4.921476000116829,2.384907541003187
4.971761866965609,2.429507346533383
5.020049090457918,2.321362071194345
5.063619515628958,2.616511925322854
5.120720756323299,2.55215681174142
5.178541508625969,2.521459746420586
5.218394457153975,2.401748131473095
5.261625112954416,2.455207753143366
5.310771753090007,2.492613295437104
5.359518664554304,2.419074508206558
5.417599240493315,2.410191559387266
5.470383411537681,2.409428180973108
5.517571381183933,2.422845134918914
5.564759350830183,2.39355916303031
5.613106533623187,2.390482516694462
5.674924572638796,2.389210219337532
5.724171144942209,2.371883842604069
5.773937364518307,2.406097075165873
5.816848237381713,2.384791877607102
5.882063970103321,2.41322194036468
5.922116782966974,2.420300540205054
5.963568646180157,2.389140821299881
6.014114336665276,2.423099594390299
6.062161722954809,2.34951454180132
6.113806667285988,2.382548007723063
6.165291720148648,2.349630205197405
6.226929881262175,2.348288509802824
6.267382422797123,2.275651897061739
6.317268560974608,2.339428693662749
6.36833389873241,2.373202405319433
6.413703102924273,2.338734713286242
6.469785035506814,2.289115116365978
6.516233507111171,2.343153055016671
6.566199591022915,2.395988094348085
6.610829297172884,2.44852240884968
6.66960939828666,2.425065872123737
6.707004015486209,2.465524928074106
6.765064604991655,2.506053382062126
6.806136725967108,2.423238390465601
6.864916827080884,2.463165394793982
6.916241988475027,2.509800876095265
6.972443839658956,2.590140671015581
7.014895024550373,2.672284814914815
7.062242885665142,2.531730655992892
7.120763163142576,2.591089110863474
7.163214348033994,2.668352259447941
7.215338966770725,2.726068294094122
7.269702066066701,2.697753894732629
7.309015380888461,2.779458517726742
7.373711466337387,2.767845912759856
7.420119965074615,2.750450137988742
7.4686470257697,2.878720844246487
7.520351929401572,2.893710820379043
7.574735015131114,2.879137232472392
7.617246159323225,2.992857483502704
7.673388051206461,2.944741510731538
7.723494040153158,2.817627438434638
7.762747395674223,2.97576243356141
7.821287659585222,3.103130965329696
7.871173797762707,3.045414930683515
7.910187316080997,3.109399921397478
7.970546345446383,3.160615673183709
8.01371704194613,3.026076010858181
8.417363054218761,3.088464846706178
8.46990738806035,3.27135180859504
8.51615599532906,3.088696173498347
8.568400532667178,3.27135180859504
8.620545137837475,3.079952020754356
