x,axav
0.452083735011425,0.09792443096512038
0.6055240822253858,0.2557406649131204
0.7928079452268337,0.1886043039757064
1.816954597133677,0.9930130565169281
2.270569216126779,1.24698130740829
2.699058503964123,1.452022017631497
3.227714374551734,1.53869586429975
3.268218141156275,1.604992874685008
3.332685487711096,1.591864562945444
3.370491628635121,1.748324736335022
3.417808376885345,1.672967070270475
3.466818525197792,1.755284091016347
3.512363110592202,1.938521393636842
3.577736229273329,1.924756908200647
3.619342674988154,1.846006315754069
3.670105295458016,1.958994619873871
3.72380182998917,2.060955913252072
3.7606037452949,1.957259600701241
3.821546456836492,2.007247430863782
3.859116309379742,2.045841968459387
3.914506243973117,1.942299879835013
3.96782865523471,2.026101305873023
4.018374678022195,2.21998005941898
4.068802556619293,2.143060876099066
4.114051781537734,2.19501506132392
4.170760992923771,2.341335011549018
4.222330932027949,2.476724340986549
4.273684273449749,2.567889959512831
4.313892679578322,2.717140164340593
4.368613130426168,2.705110698077028
4.413626066963834,2.92102419511538
4.461474464070802,2.902845049784383
4.518360891742422,2.82303416784342
4.560144553742827,2.883759838885457
4.612600574274912,2.937583989218589
4.668207106550664,2.866987986883371
4.719658901464454,2.9819812020471
4.764435549621346,2.998271104279012
4.824570942528623,2.924012283690464
4.872045216366031,2.897158042496319
4.920129901853775,2.826793376050785
4.973412931718572,2.894786849627058
5.022186791650244,2.676733495609129
5.066254574664809,2.573981804607842
5.122904713955652,2.552255508968358
5.164314252686498,2.469630040369574
5.215450996425921,2.500551937623996
5.273440103207824,2.485360880868082
5.317586649015982,2.532206398529083
5.376954104685739,2.487481459856852
5.417300345703096,2.611882334534396
5.467688842903398,2.568256241338164
5.512524563155484,2.698382679285386
5.574333665426584,2.715250921241507
5.620409899677739,2.58458469955169
5.670739324782847,2.629386750187148
5.721698852236688,2.533305244005081
5.767125293440712,2.700869540099489
5.818006058100962,2.713284566179194
5.866996515715011,2.795003969210049
5.921421606086888,2.835757641776038
5.971691959096802,2.758279396722722
6.010344800051937,2.864520404060075
6.07650554666898,2.839150568158069
6.126106415933365,2.729246742567386
6.169386571012014,2.732331221096505
6.220739912433814,2.859488848459449
6.268548928143987,2.830899588092675
6.308678571478967,2.884164676692404
6.374406122731256,2.787562664758548
6.414909889335797,2.892261432831342
6.463683749267468,3.102140918747105
6.513343690627046,3.140716178351903
6.571549395091326,3.133833935633806
6.638025192882736,3.131578410709387
6.668053507939579,3.038080155295458
6.705091711626084,3.124908225890167
6.768495760467417,3.137708811786012
6.816993950621518,3.363646864044002
6.859328952177066,3.274563268524874
6.917574038038141,3.314391597532128
6.973357786599475,3.354701876309557
7.017504332407634,3.472702458039177
7.065864687672948,3.361449173092005
7.114323496430253,3.426473836084001
7.166425084391174,3.187870143865815
7.226009137743309,3.546325104931094
7.2660403275863,3.424584592984915
7.307607391904328,3.480876326141344
7.361737121800237,3.489936981820631
7.423467461277746,3.440874495216827
7.477774407459235,3.567955010616543
7.518790132222122,3.607127887936358
7.558447198795553,3.523287905916733
7.628644538584171,3.513282628687903
7.67192469366282,3.864971014979926
7.67192469366282,3.864971014979926
7.732965858696402,3.854599455925762
7.773154574126576,3.705908312831404
7.816611945490807,3.859804513443652
7.870899200973898,3.903199270750199
7.92498954947301,3.996678248173321
7.963563627634554,3.945495182580747
8.02151335301966,3.978672604759587
8.420998242116855,4.120192335273744
8.468078701986304,3.929976399981117
8.523586780770067,4.717463046456085
8.566571575372748,4.018944327555402
8.61999244012633,4.414933536721901
