x,axav
0.4546951794524179,-0.01534875978472194
0.6012939556012351,0.1968656640216994
0.8050736505935681,0.332050781829999
1.819658928463567,0.9888714577281608
2.274306883846417,1.287518976851955
2.697787263172731,1.55203066516353
3.227032033342058,1.593429438701754
3.273521654217086,1.410075278141401
3.326091771196166,1.527524090675141
3.375520969657922,1.476824064678131
3.419856242575553,1.626745259851361
3.47456057341897,1.756166213459256
3.512110656975457,1.653102713292506
3.571083415547546,1.725685282857542
3.621499184569231,1.85527023839796
3.664626411903276,1.808318828001468
3.717156260696237,1.777252176212172
3.779229669599533,1.784140257378124
3.816075059898927,1.887344330629895
3.870578049811746,1.838214037415601
3.930718585781303,1.910000026165527
3.974349165441843,2.016624711152771
4.023738095717478,1.927431088707938
4.077858537862162,1.944253001215263
4.130307850282884,2.12423340773515
4.176575996134254,2.231045523502419
4.228622626693781,2.125123703940273
4.282461191535628,2.260284725186462
4.333279642418507,2.129786044593418
4.365957275454527,2.455704742210983
4.420842813135483,2.310563031928414
4.46910423419977,2.615067762928018
4.524674331044758,2.703394518015232
4.571405561036503,2.616286062998187
4.6188616183784,2.647657289805025
4.673787424245475,2.637770316158658
4.731471600861739,2.685026301572692
4.778082026295126,2.440405704791368
4.82118911953611,2.650000174555349
4.874484063865343,2.537799423862335
4.922081059858659,2.761966636773331
4.973040449392958,2.709228301043538
5.013308635512513,2.394977169482586
5.074496144321179,2.430378158059981
5.131958845913786,2.439585695128755
5.173233736686331,2.465005994669769
5.233615881772606,2.472503225870806
5.278414238830612,2.32579178280552
5.327823303199308,2.43058901768751
5.378460547244649,2.446895495549765
5.424547486258481,2.400974954443416
5.475647814444198,2.490262292278262
5.514405943584271,2.44324059533926
5.574687418205247,2.493401757843696
5.62151931866229,2.435954223765752
5.68512291863813,2.548529836018818
5.718565647210422,2.408027037541891
5.781746431232005,2.544148641535712
5.828376990758452,2.649812743775323
5.87933638029275,2.696319006069253
5.932611190528922,2.687884620968087
5.98546318481084,2.614505470587941
6.021160931805826,2.835181785220954
6.079006181166569,2.870863919968388
6.107556325125334,2.799312219693495
6.163448567459278,2.781881157151084
6.235528620613285,2.948764837916659
6.276662572734411,2.854370011326107
6.323675680028993,2.713703210916657
6.379527654176818,2.814868974435646
6.418628062898907,2.997824844588443
6.479412889846377,2.195246244517469
6.527352165421709,2.805895725841905
6.579821611935491,2.904039168032975
6.625707210018724,2.850925970743131
6.67964644532587,3.048524870585454
6.731189723558902,2.9143478609344
6.78041758109006,3.101661496722801
6.833491050395635,2.975098862510301
6.872410252280186,3.174525212457876
6.938671552539915,3.145075151146304
6.984255139227254,3.053749503578676
7.029576982704814,3.201679246714131
7.076328346789619,3.294035763571901
7.148952020456239,3.274214958584161
7.17969678055852,3.104964964220758
7.247448003704673,3.106276979680939
7.270863953933195,3.243921458762472
7.3284273259911,3.28932656522375
7.393540982946423,3.276838989504523
7.460829121952202,3.269529189083513
7.525258219743492,3.322478384440834
7.575653854672116,3.499014750377744
7.626653512392534,3.331311059949555
7.674995469829062,3.534954602447713
7.742062133811182,3.513048630032185
7.777639076247811,3.235182498643764
7.827229347454044,3.250083245655824
7.860430466909618,3.387470007414821
7.939819195844323,3.411203429935602
7.978073972657902,3.633004329248771
8.026778343769504,3.821372263174817
8.424970302212737,3.611988653038365
8.475003523466285,3.437607741071753
8.523325346809752,3.769781940972683
8.58344574868625,3.275831549061884
8.63339843356756,3.531229415694698
